complex_name,protein_path,ligand_description,protein_sequence
ZINC000000005006,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005006.sdf,
Paromomycin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Paromomycin.sdf,
Albendazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Albendazole.sdf,
Cefadroxil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cefadroxil.sdf,
Peramivir,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Peramivir.sdf,
Cannabidiol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cannabidiol.sdf,
Choline_magnesium_trisalicylate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Choline_magnesium_trisalicylate.sdf,
Vemurafenib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Vemurafenib.sdf,
Gabexate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gabexate.sdf,
Terpin_hydrate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Terpin_hydrate.sdf,
Pioglitazone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pioglitazone.sdf,
Iotrolan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Iotrolan.sdf,
Loracarbef,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Loracarbef.sdf,
_____tetrahydropalmatine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/_____tetrahydropalmatine.sdf,
Chloroprocaine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Chloroprocaine.sdf,
ZINC000000003931,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003931.sdf,
ZINC000000008039,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000008039.sdf,
PT_2977_IC50_0_009uM,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/PT_2977_IC50_0_009uM.sdf,
Olsalazine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Olsalazine.sdf,
ZINC000000002007,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002007.sdf,
Fenquizone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fenquizone.sdf,
Palladium_Pd_103,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Palladium_Pd_103.sdf,
VESNARINONE,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/VESNARINONE.sdf,
Risdiplam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Risdiplam.sdf,
Fludrocortisone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fludrocortisone.sdf,
Mannitol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mannitol.sdf,
ZINC000000001325,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001325.sdf,
Imipenem,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Imipenem.sdf,
Tiapride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tiapride.sdf,
Eupatilin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Eupatilin.sdf,
Vitamin_C,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Vitamin_C.sdf,
Acetophenazine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Acetophenazine.sdf,
ZINC000000004383,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004383.sdf,
Ketoconazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ketoconazole.sdf,
ZINC000000004939,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004939.sdf,
MK_8616,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/MK_8616.sdf,
Cromoglicate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cromoglicate.sdf,
Bromhexine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Bromhexine.sdf,
Arbutamine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Arbutamine.sdf,
Iodoxamate_Meglumine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Iodoxamate_Meglumine.sdf,
Nevirapine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nevirapine.sdf,
N_Acetyl_D_glucosamine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/N_Acetyl_D_glucosamine.sdf,
Imatinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Imatinib.sdf,
Saprisartan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Saprisartan.sdf,
Phenobarbital,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Phenobarbital.sdf,
Fudosteine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fudosteine.sdf,
Pralidoxime_Chloride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pralidoxime_Chloride.sdf,
Imidapril,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Imidapril.sdf,
Anecortave_acetate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Anecortave_acetate.sdf,
Idelalisib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Idelalisib.sdf,
Oxiracetam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Oxiracetam.sdf,
ZINC000000002008,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002008.sdf,
Cobicistat,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cobicistat.sdf,
Inactive_22_IC50_2_8uM,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Inactive_22_IC50_2_8uM.sdf,
Sorafenib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sorafenib.sdf,
ZINC000000004085,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004085.sdf,
Fluticasone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fluticasone.sdf,
Manganese_Chloride_Tetrahydrate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Manganese_Chloride_Tetrahydrate.sdf,
Etomidate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Etomidate.sdf,
Saxagliptin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Saxagliptin.sdf,
Levalbuterol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Levalbuterol.sdf,
Propoxyphene_Hydrochloride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Propoxyphene_Hydrochloride.sdf,
Chlorprothixene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Chlorprothixene.sdf,
Cefazolin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cefazolin.sdf,
Ethamsylate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ethamsylate.sdf,
Alloferon,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Alloferon.sdf,
Potassium_Citrate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Potassium_Citrate.sdf,
ZINC000000002014,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002014.sdf,
Streptokinase,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Streptokinase.sdf,
Amosulalol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Amosulalol.sdf,
Sulfacytine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sulfacytine.sdf,
Inactive_8_IC50_2uM,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Inactive_8_IC50_2uM.sdf,
Fluocinonide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fluocinonide.sdf,
Felypressin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Felypressin.sdf,
Heroin_diacetylmorphine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Heroin_diacetylmorphine.sdf,
Rucaparib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Rucaparib.sdf,
Asenapine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Asenapine.sdf,
Nitisinone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nitisinone.sdf,
Glutethimide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Glutethimide.sdf,
Fluoxymesterone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fluoxymesterone.sdf,
ZINC000000001309,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001309.sdf,
Gabapentin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gabapentin.sdf,
Capecitabine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Capecitabine.sdf,
Capsaicin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Capsaicin.sdf,
Oxilofrine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Oxilofrine.sdf,
Histamine_Phosphate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Histamine_Phosphate.sdf,
Alprostadil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Alprostadil.sdf,
Metocurine_Iodide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Metocurine_Iodide.sdf,
Allopurinol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Allopurinol.sdf,
Inactive_20_NoActivity,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Inactive_20_NoActivity.sdf,
Pirprofen,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pirprofen.sdf,
Phosphate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Phosphate.sdf,
Protokylol_Hydrochloride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Protokylol_Hydrochloride.sdf,
Sulfadiazine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sulfadiazine.sdf,
Hydroxychloroquine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hydroxychloroquine.sdf,
Mycophenolate_mofetil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mycophenolate_mofetil.sdf,
Deucravacitinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Deucravacitinib.sdf,
Dexamethasone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dexamethasone.sdf,
Cinacalcet,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cinacalcet.sdf,
ZINC000000004264,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004264.sdf,
Dosmalfate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dosmalfate.sdf,
Belumosudil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Belumosudil.sdf,
Apixaban,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Apixaban.sdf,
Trolamine_salicylate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Trolamine_salicylate.sdf,
MD_1100,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/MD_1100.sdf,
Cefcapene_pivoxil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cefcapene_pivoxil.sdf,
Macimorelin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Macimorelin.sdf,
ZINC000000003106,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003106.sdf,
Darifenacin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Darifenacin.sdf,
Azilsartan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Azilsartan.sdf,
Secnidazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Secnidazole.sdf,
Chlorphenesin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Chlorphenesin.sdf,
ZINC000000008956,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000008956.sdf,
Zipeprol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Zipeprol.sdf,
Pantoprazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pantoprazole.sdf,
Triamterene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Triamterene.sdf,
Moxalactam_Disodium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Moxalactam_Disodium.sdf,
Tiagabine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tiagabine.sdf,
Econazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Econazole.sdf,
Rilmenidine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Rilmenidine.sdf,
Captopril,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Captopril.sdf,
Galantamine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Galantamine.sdf,
Nicorandil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nicorandil.sdf,
Pexidartinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pexidartinib.sdf,
ZINC000000003896,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003896.sdf,
ZINC000000006693,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006693.sdf,
Mivacurium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mivacurium.sdf,
ZINC000000006156,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006156.sdf,
Metharbital,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Metharbital.sdf,
Sodium_polystyrene_sulfonate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sodium_polystyrene_sulfonate.sdf,
Tandospirone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tandospirone.sdf,
Taltirelin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Taltirelin.sdf,
Plerixafor,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Plerixafor.sdf,
Fluspirilene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fluspirilene.sdf,
Ciclosporin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ciclosporin.sdf,
Lobeglitazone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lobeglitazone.sdf,
ZINC000000007363,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000007363.sdf,
FerriSeltz,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/FerriSeltz.sdf,
Nitrofurantoin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nitrofurantoin.sdf,
Gaboxadol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gaboxadol.sdf,
ZINC000000001853,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001853.sdf,
ZINC000000000296,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000000296.sdf,
Chlorothiazide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Chlorothiazide.sdf,
Remdesivir,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Remdesivir.sdf,
Acetohydroxamic_Acid,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Acetohydroxamic_Acid.sdf,
_S______Dimethindene_maleate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/_S______Dimethindene_maleate.sdf,
Tolperisone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tolperisone.sdf,
Fosinopril,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fosinopril.sdf,
ZINC000000000868,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000000868.sdf,
ZINC000000000640,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000000640.sdf,
ZINC000000003152,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003152.sdf,
Cefiderocol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cefiderocol.sdf,
GW685698X,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/GW685698X.sdf,
Ornoprostil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ornoprostil.sdf,
Cilazapril,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cilazapril.sdf,
Vildagliptin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Vildagliptin.sdf,
ZINC000000002755,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002755.sdf,
Riociguat,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Riociguat.sdf,
Infigratinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Infigratinib.sdf,
Midostaurin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Midostaurin.sdf,
Tafenoquine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tafenoquine.sdf,
Streptomycin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Streptomycin.sdf,
ZINC000000000479,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000000479.sdf,
Sotorasib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sotorasib.sdf,
ZINC000000005988,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005988.sdf,
ZINC000000001021,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001021.sdf,
Phenylbutazone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Phenylbutazone.sdf,
ZINC000000001645,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001645.sdf,
Thiabendazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Thiabendazole.sdf,
Nicergoline,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nicergoline.sdf,
Papaverine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Papaverine.sdf,
Meprobamate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Meprobamate.sdf,
Penicillin_G_Procaine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Penicillin_G_Procaine.sdf,
Inamrinone_Lactate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Inamrinone_Lactate.sdf,
Cholestyramine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cholestyramine.sdf,
ZINC000000001019,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001019.sdf,
Hexafluronium_bromide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hexafluronium_bromide.sdf,
Alizapride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Alizapride.sdf,
Zuranolone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Zuranolone.sdf,
Baloxavir_marboxil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Baloxavir_marboxil.sdf,
ZINC000000006739,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006739.sdf,
Cefacetrile,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cefacetrile.sdf,
Ceftezole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ceftezole.sdf,
Remikiren,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Remikiren.sdf,
Trimetrexate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Trimetrexate.sdf,
Potassium_Perchlorate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Potassium_Perchlorate.sdf,
Pentetate_calcium_trisodium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pentetate_calcium_trisodium.sdf,
Etidronic_acid,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Etidronic_acid.sdf,
Amifostine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Amifostine.sdf,
ZINC000000001465,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001465.sdf,
Hm61713,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hm61713.sdf,
Menadione,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Menadione.sdf,
BOL_303259_X,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/BOL_303259_X.sdf,
Testolactone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Testolactone.sdf,
Mebutamate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mebutamate.sdf,
Active_53_IC50_195nM,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Active_53_IC50_195nM.sdf,
Montelukast,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Montelukast.sdf,
Dhaq_diacetate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dhaq_diacetate.sdf,
Selegiline_Hydrochloride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Selegiline_Hydrochloride.sdf,
ZINC000000004882,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004882.sdf,
Cabergoline,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cabergoline.sdf,
Atenolol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Atenolol.sdf,
Tizanidine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tizanidine.sdf,
Aminohippurate_sodium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Aminohippurate_sodium.sdf,
ZINC000000003938,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003938.sdf,
Feraheme_Rienso,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Feraheme_Rienso.sdf,
Herbimycin_A,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Herbimycin_A.sdf,
ZINC000000005903,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005903.sdf,
Doxycycline,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Doxycycline.sdf,
Calcium_levofolinate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Calcium_levofolinate.sdf,
Beclomethasone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Beclomethasone.sdf,
Lumiracoxib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lumiracoxib.sdf,
Active_10_IC50_0_5uM,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Active_10_IC50_0_5uM.sdf,
ZINC000000002126,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002126.sdf,
Triheptanoin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Triheptanoin.sdf,
Gallium_Citrate_Ga_67,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gallium_Citrate_Ga_67.sdf,
Fludiazepam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fludiazepam.sdf,
Dexrazoxane,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dexrazoxane.sdf,
Bosentan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Bosentan.sdf,
Testosterone_undecanoate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Testosterone_undecanoate.sdf,
Cilastatin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cilastatin.sdf,
Edrophonium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Edrophonium.sdf,
PT_2385_IC50_0_012uM,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/PT_2385_IC50_0_012uM.sdf,
ZINC000000004714,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004714.sdf,
Propylthiouracil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Propylthiouracil.sdf,
Atorvastatin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Atorvastatin.sdf,
Invert_sugar,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Invert_sugar.sdf,
Pramiracetam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pramiracetam.sdf,
Paricalcitol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Paricalcitol.sdf,
Efinaconazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Efinaconazole.sdf,
Finasteride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Finasteride.sdf,
Relvar_Breo,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Relvar_Breo.sdf,
Oxybutynin_hydrochloride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Oxybutynin_hydrochloride.sdf,
Formoterol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Formoterol.sdf,
Omeprazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Omeprazole.sdf,
Methylphenobarbital,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Methylphenobarbital.sdf,
Cobicistat_darunavir,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cobicistat_darunavir.sdf,
Cabazitaxel,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cabazitaxel.sdf,
ZINC000000000957,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000000957.sdf,
Methylphenidate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Methylphenidate.sdf,
Ingavirin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ingavirin.sdf,
Nitroprusside,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nitroprusside.sdf,
Sulfamethoxazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sulfamethoxazole.sdf,
ZINC000000003553,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003553.sdf,
ZINC000000005053,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005053.sdf,
Sitosterol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sitosterol.sdf,
Ramelteon,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ramelteon.sdf,
Carphenazine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Carphenazine.sdf,
Hidrosmin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hidrosmin.sdf,
Candesartan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Candesartan.sdf,
Emetine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Emetine.sdf,
Edetate_calcium_disodium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Edetate_calcium_disodium.sdf,
Demecolcine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Demecolcine.sdf,
Erdafitinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Erdafitinib.sdf,
ANGIOTENSIN_II,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ANGIOTENSIN_II.sdf,
ZINC000000005723,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005723.sdf,
Lenalidomide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lenalidomide.sdf,
