drug,highest_confidence,within_pocket
Oxprenolol,-0.7300,True
Ajmaline,-0.7300,True
ZINC000000005807,-0.7400,True
Esmolol,-0.7400,True
ZINC000000006014,-0.7400,True
Demeclocycline,-0.7400,True
Trimetazidine,-0.7400,True
Capivasertib,-0.7400,True
ZINC000000001342,-0.7400,True
Vitamin_A,-0.7400,True
Lisuride,-0.7400,True
Pramoxine,-0.7400,True
ZINC000000000829,-0.7400,True
Penicillin_V_Potassium,-0.7400,True
Istradefylline,-0.7400,True
ZINC000000000796,-0.7500,True
ZINC000000006784,-0.7500,True
Trifluoperazine,-0.7500,True
Fingolimod,-0.7500,True
Primaquine,-0.7500,True
Tretinoin,-0.7500,True
Lubiprostone,-0.7500,True
ARN_509,-0.7500,True
ZINC000000000296,-0.7500,True
Propoxycaine,-0.7500,True
Cilastatin,-0.7500,True
Fluprednisolone,-0.7500,True
Azelastine,-0.7500,True
Stanozolol,-0.7500,True
Cetirizine,-0.7500,True
Cenestin,-0.7600,True
Fludrocortisone,-0.7600,True
Halometasone,-0.7600,True
Olanzapine_fluoxetine_combination,-0.7600,True
Tadalafil,-0.7600,True
Clobetasol,-0.7600,True
Metoprolol,-0.7600,True
Apremilast,-0.7600,True
Ipodate,-0.7600,True
ZINC000000007523,-0.7700,True
Levomepromazine,-0.7700,True
Rivaroxaban,-0.7700,True
Prazosin,-0.7700,True
ZOTEPINE,-0.7700,True
Tetrabenazine,-0.7700,True
Pretomanid,-0.7700,True
ZINC000000001860,-0.7700,True
Testosterone,-0.7700,True
Prednisone,-0.7700,True
Sodium_phenylbutyrate,-0.7700,True
Cimetropium_bromide,-0.7800,True
Alprostadil,-0.7800,True
Bexarotene,-0.7800,True
Mometasone,-0.7800,True
Darifenacin,-0.7800,True
Eletriptan,-0.7800,True
Astromycin_sulfate,-0.7800,True
Danazol,-0.7800,True
ZINC000000007518,-0.7800,True
ZINC000000001726,-0.7800,True
Butenafine,-0.7900,True
Cefamandole,-0.7900,True
Capsaicin,-0.7900,True
Anecortave_acetate,-0.7900,True
ZINC000000004996,-0.7900,True
ZINC000000000048,-0.7900,True
Nalbuphine,-0.7900,True
ZINC000000008107,-0.7900,True
Loratadine,-0.7900,True
Alclometasone,-0.8000,True
Deflazacort,-0.8000,True
Pioglitazone,-0.8000,True
Sumatriptan,-0.8000,True
ZINC000000000437,-0.8000,True
Topetecan,-0.8000,True
Rabeprazole,-0.8000,True
Iopanoic_acid,-0.8000,True
Naratriptan,-0.8000,True
Pentetate_zinc_trisodium,-0.8000,True
Butacaine,-0.8100,True
Trimeprazine,-0.8100,True
Gatifloxacin,-0.8100,True
Niraparib_Tosylate,-0.8100,True
Chlortetracycline,-0.8100,True
Flurazepam,-0.8100,True
Clascoterone,-0.8100,True
Bamifylline,-0.8100,True
Propantheline,-0.8100,True
ZINC000000003494,-0.8100,True
Acrivastine,-0.8100,True
Dyclonine,-0.8200,True
Vismodegib,-0.8200,True
Dehydrocholic_acid,-0.8200,True
Celecoxib,-0.8200,True
Desoxycorticosterone_Acetate,-0.8200,True
Chlorpromazine,-0.8200,True
Tetracycline,-0.8200,True
Edetate_disodium,-0.8300,True
Symbicort,-0.8300,True
Cephapirin,-0.8300,True
ZINC000000006170,-0.8300,True
Thioridazine,-0.8400,True
Diflorasone,-0.8400,True
Lorlatinib,-0.8400,True
Flutropium_bromide,-0.8400,True
Cinacalcet,-0.8400,True
Aldosterone,-0.8400,True
Citalopram,-0.8400,True
Flurandrenolide,-0.8400,True
Pinazepam,-0.8400,True
ABIRATERONE,-0.8400,True
Tridihexethyl,-0.8400,True
Fluocinolone_Acetonide,-0.8500,True
Nitrous_oxide,-0.8500,True
Desogestrel,-0.8500,True
lumateperone_tosylate,-0.8500,True
Metipranolol,-0.8500,True
Etoricoxib,-0.8500,True
Bestatin,-0.8500,True
Methyltestosterone,-0.8600,True
Felodipine,-0.8600,True
Tranilast,-0.8600,True
Acetrizoate_Sodium,-0.8600,True
Hydrocortisone,-0.8600,True
Bacampicillin,-0.8600,True
Sitagliptin,-0.8600,True
Alpha_1_PI,-0.8600,True
ZINC000000002068,-0.8700,True
Fruquintinib,-0.8700,True
Dromostanolone,-0.8700,True
IPI_145,-0.8700,True
Sulfinpyrazone,-0.8700,True
Cortisone_Acetate,-0.8700,True
Crizotinib,-0.8700,True
Trimazosin,-0.8700,True
Ganaxolone,-0.8700,True
Xylose,-0.8700,True
Cefpodoxime,-0.8700,True
Cannabidiol,-0.8800,True
Guar_gum,-0.8800,True
ZINC000000001935,-0.8800,True
Nifedipine,-0.8800,True
Formoterol,-0.8800,True
Cefixime,-0.8800,True
ZINC000000004220,-0.8800,True
Betamethasone,-0.8800,True
Gentian_violet,-0.8800,True
Tyropanoate_sodium,-0.8800,True
Domperidone,-0.8900,True
ZINC000000001074,-0.8900,True
Nalmefene,-0.8900,True
Cocaine,-0.8900,True
Ulipristal,-0.8900,True
Idarubicin,-0.9000,True
Nebivolol,-0.9000,True
Halopredone_acetate,-0.9000,True
Methylprednisolone,-0.9000,True
Ziprasidone,-0.9000,True
Cinolazepam,-0.9000,True
Colchicine,-0.9100,True
Nicergoline,-0.9100,True
Triflupromazine,-0.9100,True
Dolutegravir,-0.9100,True
Khellin,-0.9100,True
Repirinast,-0.9100,True
Zuclopenthixol,-0.9100,True
Etodolac,-0.9100,True
Dapiprazole,-0.9100,True
Cefepime,-0.9200,True
Nafamostat,-0.9200,True
Plaunotol,-0.9300,True
Amcinonide,-0.9300,True
Metergolin,-0.9300,True
Sulfoxone,-0.9300,True
LOMERIZINE,-0.9300,True
Isotretinoin,-0.9300,True
Sufentanil,-0.9300,True
Halobetasol_Propionate,-0.9400,True
Flucloxacillin,-0.9400,True
Echothiophate_Iodide,-0.9400,True
ZINC000000005784,-0.9400,True
Nicardipine,-0.9500,True
Dithranol,-0.9500,True
Acitretin,-0.9500,True
Penbutolol,-0.9500,True
Oxantel_pamoate,-0.9500,True
Lisinopril,-0.9600,True
Efavirenz,-0.9600,True
Ursodeoxycholic_acid,-0.9600,True
Futibatinib,-0.9600,True
Tecovirimat,-0.9600,True
Cefozopran,-0.9600,True
Doxazosin,-0.9600,True
Selegiline_Hydrochloride,-0.9700,True
Fluorometholone,-0.9700,True
Demecolcine,-0.9700,True
Bopindolol,-0.9700,True
Sulindac,-0.9700,True
Donepezil,-0.9700,True
Chenodiol,-0.9700,True
Elvitegravir,-0.9800,True
Methyclothiazide,-0.9800,True
Pergolide,-0.9900,True
Prednisolone,-0.9900,True
Regadenoson,-0.9900,True
Dexlansoprazole,-1.0000,True
Fezolinetant,-1.0000,True
Cyclobenzaprine,-1.0000,True
Idelalisib,-1.0100,True
Nafcillin,-1.0100,True
Lactitol,-1.0100,True
Ciprofloxacin_dexamethasone,-1.0100,True
Cefprozil,-1.0100,True
Betamethasone_Valerate,-1.0100,True
Aztreonam,-1.0100,True
Panobinostat,-1.0200,True
Zipeprol,-1.0200,True
Alfentanil,-1.0200,True
Pantoprazole,-1.0200,True
Pegvaliase,-1.0200,True
Amorolfine,-1.0200,True
Daprodustat,-1.0300,True
Topotecan,-1.0300,True
Alitretinoin,-1.0300,True
ZINC000000001761,-1.0300,True
Clomocycline,-1.0300,True
Levobetaxolol,-1.0300,True
ZINC000000008114,-1.0400,True
Pralatrexate,-1.0400,True
Eplerenone,-1.0400,True
Pemetrexed,-1.0400,True
Terbinafine,-1.0400,True
Methantheline,-1.0400,True
Iptacopan,-1.0500,True
Dexamethasone_sodium_phosphate,-1.0500,True
Pentazocine,-1.0500,True
Dextrothyroxine_Sodium,-1.0500,True
Sarecycline,-1.0500,True
Indiplon,-1.0600,True
Indecainide,-1.0600,True
Retapamulin,-1.0600,True
Balsalazide,-1.0600,True
Larotrectinib,-1.0600,True
Gadopentetate_dimeglumine,-1.0700,True
Daunorubicin,-1.0700,True
Febarbamate,-1.0700,True
Eprosartan,-1.0700,True
Valbenazine_Tosylate,-1.0800,True
Cefoxitin,-1.0800,True
Lesinurad,-1.0800,True
Brovincamine_fumarate,-1.0800,True
Meropenem_vaborbactam,-1.0800,True
Halazepam,-1.0800,True
Lefamulin,-1.0800,True
Ivacaftor,-1.0900,True
Ampiroxicam,-1.0900,True
Clomifene,-1.0900,True
Clevidipine_butyrate,-1.1000,True
Epirubicin,-1.1000,True
Oxyphenbutazone,-1.1000,True
Tacalcitol,-1.1000,True
Mizolastine,-1.1000,True
Ospemifene,-1.1100,True
Beclomethasone,-1.1100,True
Tofogliflozin,-1.1100,True
ABT_335,-1.1100,True
Forasartan,-1.1100,True
Indigotindisulfonate,-1.1100,True
Unoprostone,-1.1100,True
Aceprometazine,-1.1100,True
Amlodipine,-1.1100,True
Spectinomycin,-1.1200,True
Nadifloxacin,-1.1200,True
Bendroflumethiazide,-1.1200,True
Pivmecillinam,-1.1200,True
Carbamazepine,-1.1200,True
Piritramide,-1.1300,True
Alacepril,-1.1300,True
Cholecalciferol,-1.1300,True
Aprindine,-1.1300,True
Adenosine_triphosphate,-1.1500,True
Epoprostenol,-1.1500,True
OZ277,-1.1500,True
Naltrexone,-1.1500,True
Enalapril,-1.1500,True
Risperidone,-1.1600,True
Betaxolol,-1.1600,True
Bromperidol,-1.1700,True
Moricizine,-1.1700,True
Bepridil,-1.1700,True
Irbesartan,-1.1700,True
Meprednisone,-1.1800,True
Gadodiamide,-1.1900,True
Succinylcholine,-1.1900,True
ZINC000000000707,-1.1900,True
Isepamicin,-1.1900,True
Carbetapentane,-1.1900,True
Gamma_Homolinolenic_acid,-1.1900,True
Yohimbine,-1.2000,True
Sulfonamides,-1.2000,True
Nifurzide,-1.2000,True
Flavoxate,-1.2000,True
Propiomazine,-1.2000,True
obeticholic_acid,-1.2100,True
Bisoprolol,-1.2100,True
Cholic_Acid,-1.2100,True
Atovaquone,-1.2100,True
Trovafloxacin,-1.2200,True
Florbetapir_F_18,-1.2200,True
Teprenone,-1.2300,True
Enprostil,-1.2300,True
Calcipotriol,-1.2300,True
Tobramycin,-1.2300,True
Cefmetazole,-1.2300,True
Leniolisib,-1.2400,True
Desoximetasone,-1.2400,True
Lmw_heparin,-1.2400,True
Samarium_Sm_153_Lexidronam_Pentasodium,-1.2400,True
Gamolenic_acid,-1.2400,True
Dextran,-1.2400,True
Lestaurtinib,-1.2500,True
Dibucaine,-1.2500,True
Rotenone,-1.2500,True
Calcidiol,-1.2600,True
Dinoprost_Tromethamine,-1.2600,True
Methotrexate,-1.2600,True
Colesevelam,-1.2700,True
GS_7340,-1.2700,True
Nitrendipine,-1.2700,True
Bromocriptine,-1.2700,True
Clindamycin,-1.2700,True
Betamethasone_Benzoate,-1.2700,True
Bimatoprost,-1.2800,True
Ezetimibe,-1.2800,True
Arformoterol,-1.2800,True
Lincomycin,-1.2800,True
Dapagliflozin,-1.2800,True
Methylnaltrexone_bromide,-1.2800,True
Prinomastat,-1.2900,True
Oxybutynin_hydrochloride,-1.2900,True
Pitolisant,-1.2900,True
Olaparib,-1.2900,True
Imatinib,-1.3000,True
Deucravacitinib,-1.3000,True
Netarsudil,-1.3000,True
Retigabine,-1.3000,True
Loteprednol_Etabonate,-1.3000,True
Zucapsacin,-1.3000,True
Umeclidinium,-1.3000,True
Glisolamide,-1.3100,True
Ponesimod,-1.3100,True
Repaglinide,-1.3200,True
Melitracen,-1.3200,True
Prifinium,-1.3200,True
Acetohexamide,-1.3300,True
Delafloxacin_Meglumine,-1.3300,True
Estradiol_Cypionate,-1.3400,True
Oxybuprocaine,-1.3400,True
Santonin,-1.3500,True
Sulprostone,-1.3500,True
ZINC000000002248,-1.3500,True
Pivampicillin,-1.3500,True
Cilostazol,-1.3500,True
Trimethobenzamide,-1.3600,True
Grepafloxacin,-1.3600,True
Amosulalol,-1.3600,True
Raltegravir,-1.3600,True
Glisoxepide,-1.3600,True
Adinazolam,-1.3600,True
Alpidem,-1.3600,True
Acebutolol,-1.3600,True
Tedizolid,-1.3600,True
MLN9708,-1.3600,True
ZINC000000007528,-1.3700,True
Sodium_Tetradecyl_Sulfate,-1.3700,True
Metrizamide,-1.3700,True
Etretinate,-1.3700,True
Promestriene,-1.3700,True
Darolutamide,-1.3700,True
Haloperidol,-1.3700,True
Dixyrazine,-1.3700,True
Fosphenytoin,-1.3800,True
Risdiplam,-1.3800,True
Pirtobrutinib,-1.3800,True
Fesoterodine_fumarate,-1.3800,True
Ibrutinib,-1.3800,True
Ethanolamine_oleate,-1.3900,True
Fluocinonide,-1.3900,True
Iophendylate,-1.3900,True
Pentamidine,-1.3900,True
Benazepril,-1.3900,True
TOCOTRIENOL,-1.3900,True
Difluprednate,-1.3900,True
Prednicarbate,-1.4000,True
Tafluprost,-1.4000,True
Suplatast_tosilate,-1.4000,True
PF_04971729,-1.4000,True
Ivabradine,-1.4000,True
Monocrotaline,-1.4000,True
Imiquimod,-1.4100,True
Spironolactone,-1.4100,True
Etofenamate,-1.4100,True
Gadobutrol,-1.4100,True
Naloxone,-1.4100,True
Tamoxifen,-1.4100,True
Mitapivat,-1.4200,True
Sotagliflozin,-1.4200,True
ZINC000000000380,-1.4200,True
Nisoldipine,-1.4200,True
Pentosan_Polysulfate,-1.4200,True
Momelotinib,-1.4300,True
Apixaban,-1.4300,True
GW685698X,-1.4300,True
Streptomycin,-1.4300,True
Nadrolone_phenylpropionate,-1.4300,True
Cinalukast,-1.4300,True
Cetrimide,-1.4300,True
Eszopiclone,-1.4300,True
Lenvatinib,-1.4300,True
Aclidinium,-1.4400,True
Paramethasone,-1.4400,True
Citicoline,-1.4400,True
Guanfacine_extended_release,-1.4500,True
ZINC000000005563,-1.4500,True
OPC_34712,-1.4500,True
Iloprost,-1.4500,True
Flomoxef_sodium,-1.4600,True
Flibanserin,-1.4600,True
Estradiol_valerate_dienogest,-1.4600,True
Dabigatran,-1.4600,True
Erlotinib,-1.4700,True
BETRIXABAN,-1.4700,True
Pentetate_calcium_trisodium,-1.4700,True
Glaziovine,-1.4700,True
Oliceridine,-1.4800,True
Buprenorphine_naloxone,-1.4800,True
Cephalothin_Sodium,-1.4800,True
Ethopropazine,-1.4800,True
Flunarizine,-1.4900,True
Rolapitant,-1.4900,True
Doxepin,-1.4900,True
Hydroxyethyl_starch,-1.4900,True
Lymecycline,-1.4900,True
Omacetaxine_mepesuccinate,-1.5000,True
Cefotetan,-1.5000,True
Buspirone,-1.5000,True
Icosapent,-1.5000,True
Penicillin_G_Benzathine,-1.5100,True
Folic_Acid,-1.5100,True
Ioversol,-1.5100,True
Tianeptine,-1.5100,True
Hydroxyzine,-1.5100,True
Pexidartinib,-1.5200,True
Fluspirilene,-1.5200,True
Olopatadine,-1.5200,True
Benperidol,-1.5200,True
Maxacalcitol,-1.5200,True
Bempedoic_acid,-1.5200,True
Flumethasone_Pivalate,-1.5300,True
Capecitabine,-1.5300,True
Bedaquiline,-1.5300,True
Technetium_99m_Tc_bicisate,-1.5300,True
ZINC000000002868,-1.5300,True
Kanamycin,-1.5400,True
Ornoprostil,-1.5400,True
Tazarotene,-1.5400,True
Pyrvinium,-1.5400,True
Lofepramine,-1.5400,True
Cefmenoxime,-1.5500,True
ZINC000000001019,-1.5500,True
Imidapril,-1.5500,True
Levocabastine,-1.5500,True
Cynarin,-1.5500,True
Capmatinib,-1.5500,True
Moxifloxacin,-1.5500,True
Benzquinamide,-1.5500,True
Flecainide,-1.5500,True
Drotaverine,-1.5600,True
Cefuzonam_sodium,-1.5600,True
Trospium_chloride,-1.5600,True
GW642444,-1.5600,True
Ramipril,-1.5600,True
Ertapenem,-1.5600,True
Sunitinib,-1.5600,True
NKM,-1.5700,True
Cinnarizine,-1.5700,True
ZINC000000001557,-1.5700,True
Chlorhexidine,-1.5700,True
Pemigatinib,-1.5700,True
Methohexital,-1.5700,True
BOL_303259_X,-1.5800,True
Ceftriaxone,-1.5800,True
Diltiazem,-1.5800,True
Moxisylyte,-1.5800,True
Finasteride,-1.5800,True
Butorphanol,-1.5800,True
Eslicarbazepine,-1.5900,True
Gadoteridol,-1.5900,True
Nefazodone,-1.5900,True
Lobeglitazone,-1.5900,True
Lemborexant,-1.5900,True
Ribociclib_Succinate,-1.5900,True
Oxcarbazepine,-1.5900,True
Hetacillin,-1.5900,True
Cariprazine,-1.5900,True
Gepirone,-1.6000,True
Doxercalciferol,-1.6100,True
Cabergoline,-1.6100,True
Calcitriol,-1.6200,True
Trandolapril,-1.6200,True
Cefoselis,-1.6200,True
Ripretinib,-1.6200,True
Ethynodiol_Diacetate,-1.6200,True
Regorafenib,-1.6200,True
Decamethonium,-1.6200,True
Azlocillin,-1.6200,True
Nedocromil_sodium,-1.6200,True
ZINC000000000744,-1.6200,True
Macimorelin,-1.6300,True
Avanafil,-1.6300,True
Eicosapentaenoic_acid_docosa_hexaenoic_acid,-1.6300,True
Fluoxymesterone,-1.6400,True
Trilaciclib,-1.6400,True
Docosanol,-1.6400,True
TP_434,-1.6400,True
Treprostinil,-1.6400,True
Brilinta,-1.6400,True
Sorafenib,-1.6500,True
Ceforanide,-1.6500,True
Doxylamine,-1.6500,True
Tandospirone,-1.6500,True
Ozanimod,-1.6500,True
Misoprostol,-1.6500,True
Carzinophilin,-1.6500,True
Riboflavin,-1.6500,True
Elacestrant,-1.6600,True
Tebipenem_pivoxil,-1.6600,True
Suvorexant,-1.6600,True
Clemastine,-1.6600,True
Indacaterol,-1.6600,True
Iobitridol,-1.6600,True
Latanoprost,-1.6700,True
Hydrocortamate,-1.6700,True
Tucatinib,-1.6700,True
ZINC000000006109,-1.6700,True
Lasofoxifene,-1.6700,True
Amikacin,-1.6700,True
Bepotastine,-1.6700,True
Cefotaxime,-1.6700,True
Spirapril,-1.6800,True
Iomeprol,-1.6800,True
Ceftiofur,-1.6800,True
Docusate,-1.6800,True
Bazedoxifene,-1.6900,True
Paliperidone,-1.6900,True
Latamoxef,-1.6900,True
Anagliptin,-1.6900,True
Cefsulodin,-1.7000,True
Cefiderocol,-1.7000,True
Doxorubicin,-1.7000,True
Moexipril,-1.7000,True
Co_trimoxazole,-1.7000,True
Torasemide,-1.7000,True
Toremifene,-1.7000,True
Aprepitant,-1.7000,True
Repotrectinib,-1.7000,True
Finerenone,-1.7100,True
Efinaconazole,-1.7100,True
Ambrisentan,-1.7100,True
Fosfestrol,-1.7100,True
Unoprostone_isopropyl_ester,-1.7100,True
Clozapine,-1.7100,True
Ciclesonide,-1.7200,True
Sarpogrelate,-1.7200,True
Desvenalfaxine_succinate,-1.7200,True
Amiodarone,-1.7200,True
Bortezomib,-1.7300,True
Permethrin,-1.7400,True
Saprisartan,-1.7400,True
Urapidil,-1.7400,True
Carvedilol,-1.7400,True
Xatral,-1.7400,True
Nafronyl,-1.7400,True
Budipine,-1.7500,True
Testosterone_undecanoate,-1.7500,True
Ibutilide,-1.7600,True
Rolitetracycline,-1.7600,True
Bumetanide,-1.7600,True
Tigecycline,-1.7600,True
Bezafibrate,-1.7600,True
Fusidic_Acid,-1.7600,True
Oxatomide,-1.7700,True
Nilotinib,-1.7700,True
Relugolix,-1.7800,True
Carphenazine,-1.7800,True
Arbidol,-1.7800,True
Udenafil,-1.7800,True
Cefteram_pivoxil,-1.7800,True
Dabrafenib,-1.7800,True
VESNARINONE,-1.7900,True
ZINC000000007363,-1.7900,True
Cefcapene_pivoxil,-1.7900,True
Thiethylperazine,-1.7900,True
YM443,-1.7900,True
Buprenorphine,-1.7900,True
Argatroban,-1.7900,True
Dopexamine,-1.8000,True
Revolade_Promacta,-1.8000,True
Omadacycline,-1.8000,True
Rose_Bengal_Sodium_I_131,-1.8000,True
Almitrine,-1.8100,True
Lenampicillin_hci,-1.8100,True
Cefotiam,-1.8100,True
Arbekacin,-1.8100,True
Ponatinib,-1.8100,True
SILODOSIN,-1.8100,True
Estramustine,-1.8200,True
Rhucin,-1.8200,True
Gentamicin,-1.8200,True
Racecadotril,-1.8200,True
Leucovorin_Calcium,-1.8300,True
Remimazolam,-1.8300,True
Romidepsin,-1.8300,True
Vinpocetine,-1.8300,True
Palovarotene,-1.8400,True
Levoleucovorin,-1.8400,True
Celiprolol_hcl,-1.8400,True
Raltitrexed,-1.8400,True
Methotrexate_Sodium,-1.8400,True
Miltefosine,-1.8400,True
Dutasteride,-1.8400,True
Cefonicid,-1.8400,True
Troglitazone,-1.8400,True
Indinavir,-1.8500,True
Cefpirome_sulfate,-1.8500,True
Micronomicin_sulfate,-1.8500,True
Maprotiline,-1.8600,True
Tolvaptan,-1.8600,True
Dhaq_diacetate,-1.8600,True
Quizartinib,-1.8600,True
Vincamine,-1.8600,True
YN_968D1,-1.8600,True
Asciminib,-1.8600,True
Lonafarnib,-1.8600,True
Framycetin,-1.8600,True
Tolterodine,-1.8700,True
Tafenoquine,-1.8700,True
Cromoglicate,-1.8700,True
Pazopanib_HCl,-1.8700,True
Colforsin_daropate_hci,-1.8700,True
Tamsulosin,-1.8700,True
Canagliflozin,-1.8800,True
Dihydrotachysterol,-1.8800,True
Merimepodib,-1.8800,True
Vardenafil,-1.8800,True
Ketanserin,-1.8800,True
Desoxycorticosterone_Pivalate,-1.8900,True
Amtolmetin_guacil,-1.8900,True
Incruse_Ellipta,-1.9000,True
Ergoloid_mesylate,-1.9000,True
Diosmin,-1.9000,True
Tetrahydrofolic_acid,-1.9000,True
Reserpine,-1.9000,True
Iloperidone,-1.9000,True
Carboprost_Tromethamine,-1.9000,True
Cabozantinib,-1.9100,True
Etrasimod,-1.9100,True
Rimegepant,-1.9100,True
Piperacetazine,-1.9200,True
Iopamidol,-1.9200,True
Benzylpenicilloyl_Polylysine,-1.9200,True
Trimipramine,-1.9300,True
Cefminox_sodium,-1.9300,True
Mesoridazine,-1.9300,True
Netilmicin,-1.9300,True
Atogepant,-1.9400,True
LCZ696,-1.9400,True
SR141716A,-1.9400,True
Diphenoxylate,-1.9400,True
DU_176b,-1.9500,True
Deserpidine,-1.9500,True
Ranolazine,-1.9500,True
Adefovir_Dipivoxil,-1.9500,True
Halofantrine,-1.9600,True
Lapatinib,-1.9600,True
Baloxavir_marboxil,-1.9600,True
Nirogacestat,-1.9600,True
Piperacillin,-1.9600,True
Cefditoren,-1.9600,True
Leucovorin_5_fluorouracil,-1.9600,True
Morniflumate,-1.9700,True
Cisapride,-1.9700,True
Trazodone,-1.9700,True
Clotrimazole,-1.9700,True
Saroglitazar,-1.9700,True
Triamcinolone,-1.9800,True
Citric_acid_magnesium_oxide_sodium_picosulfate,-1.9800,True
Avapritinib,-1.9800,True
Alvimopan,-1.9900,True
Acalabrutinib,-1.9900,True
Iodofiltic_acid_I_123,-1.9900,True
Pranlukast,-1.9900,True
Telithromycin,-1.9900,True
Simvastatin,-2.0000,True
Droperidol,-2.0000,True
Gadobenate_Dimeglumine,-2.0000,True
MK_08887A,-2.0000,True
Abiraterone_acetate,-2.0100,True
Gusperimus_trihydrochloride,-2.0100,True
Mezlocillin,-2.0100,True
Ergotamine,-2.0100,True
Linagliptin,-2.0100,True
Paricalcitol,-2.0200,True
LAS_34273,-2.0200,True
Clomiphene_Citrate,-2.0200,True
Ceftazidime,-2.0200,True
Betamethasone_butyrate_propion,-2.0300,True
Moxalactam_Disodium,-2.0300,True
Disopyramide,-2.0300,True
Nalfurafine_hcl,-2.0300,True
Morrhuate_sodium,-2.0300,True
Ofloxacin,-2.0400,True
Travoprost,-2.0400,True
Dihydroergotamine,-2.0400,True
Dihydroergocristine,-2.0400,True
Omaveloxolone,-2.0400,True
Conivaptan,-2.0400,True
Levopropoxyphene_Napsylate_Anhydrous,-2.0400,True
Convallatoxin,-2.0500,True
Salmeterol,-2.0500,True
Bentiromide,-2.0500,True
Talaporfin,-2.0600,True
Temocapril_hydrochloride,-2.0600,True
Vilanterol,-2.0600,True
Secalciferol,-2.0700,True
NADH,-2.0700,True
Meglumine_gadoterate,-2.0700,True
Formoterol_budesonide,-2.0700,True
Eltrombopag,-2.0700,True
Fostamatinib,-2.0700,True
Sitosterol,-2.0800,True
Cefetamet_pivoxil_hcl,-2.0800,True
Ivosidenib,-2.0900,True
Axitinib,-2.0900,True
Pimozide,-2.0900,True
Dicyclomine,-2.0900,True
Ropeginterferon_alfa_2b,-2.0900,True
Phytonadione,-2.1000,True
Tilidine,-2.1000,True
Zuranolone,-2.1000,True
BAY_80_6946,-2.1000,True
Ketoconazole,-2.1100,True
Carbenicillin_Indanyl_Sodium,-2.1100,True
Ubrogepant,-2.1100,True
Midostaurin,-2.1100,True
Raloxifene,-2.1100,True
Mirabegron,-2.1100,True
Limaprost,-2.1100,True
Vilazodone,-2.1100,True
Selexipag,-2.1200,True
Oxidized_glutathione,-2.1200,True
Procyclidine,-2.1200,True
Doxapram,-2.1200,True
Levomethadyl_Acetate,-2.1200,True
Oteseconazole,-2.1300,True
Loperamide,-2.1300,True
Tirofiban,-2.1400,True
Aripiprazole,-2.1400,True
Dofetilide,-2.1400,True
Revefenacin,-2.1400,True
Pipotiazine,-2.1500,True
Herbimycin_A,-2.1500,True
Lasmiditan,-2.1500,True
Irinotecan,-2.1500,True
AS_1670542,-2.1500,True
Perospirone,-2.1500,True
Prazepam,-2.1500,True
Mycophenolate_mofetil,-2.1600,True
Gefitinib,-2.1600,True
Delavirdine,-2.1600,True
Viomycin_sulfate,-2.1700,True
Cefsoludin_sodium,-2.1800,True
Erdafitinib,-2.1900,True
Melphalan_flufenamide,-2.1900,True
Palbociclib,-2.1900,True
Neoandrographolide,-2.2000,True
Propiverine,-2.2000,True
Mitoxantrone,-2.2000,True
Umbralisib,-2.2100,True
Etoposide,-2.2100,True
Amphotericin_B,-2.2100,True
Iopromide,-2.2100,True
Tirbanibulin,-2.2200,True
Mozavaptan,-2.2200,True
Acocantherin,-2.2300,True
Vandetanib,-2.2300,True
THIOCOLCHICOSIDE,-2.2300,True
Piperaquine,-2.2400,True
Triheptanoin,-2.2500,True
Mifepristone,-2.2500,True
Rocuronium,-2.2600,True
Hm61713,-2.2700,True
NERATINIB_MALEATE,-2.2700,True
Glipizide,-2.2700,True
Eluxadoline,-2.2700,True
Trifarotene,-2.2800,True
Fluvastatin,-2.2800,True
Delapril,-2.2800,True
Dihydroergotoxine,-2.2800,True
Fospropofol_disodium,-2.2900,True
Vibegron,-2.3000,True
Pravastatin,-2.3000,True
Vinflunine,-2.3000,True
Bexagliflozin,-2.3000,True
Haem_arginate,-2.3100,True
Avacopan,-2.3200,True
Vindesine,-2.3200,True
PF_04449913,-2.3200,True
Dermatan_sulfate,-2.3200,True
LEURUBICIN,-2.3300,True
Paromomycin,-2.3300,True
Isosulfan_blue,-2.3300,True
Ibutamoren,-2.3300,True
Iodipamide,-2.3300,True
Methadone,-2.3300,True
Enocitabine,-2.3300,False
Vemurafenib,-2.3400,True
Montelukast,-2.3400,True
Pentamycin,-2.3400,True
Infigratinib,-2.3400,True
Enzalutamide,-2.3400,True
Empagliflozin,-2.3500,True
Cromolyn_sodium,-2.3500,True
Isoxyl,-2.3600,True
Quinapril,-2.3600,True
MK_8228,-2.3600,True
Quinestrol,-2.3600,True
LIDOFLAZINE,-2.3700,True
lifitegrast,-2.3700,True
Prolixin_decanoate,-2.3800,True
Dasatinib,-2.3900,True
Nimodipine,-2.3900,True
Mepartricin,-2.3900,False
Siponimod,-2.3900,True
Thiothixene,-2.3900,True
Bremelanotide,-2.4000,True
Plerixafor,-2.4000,True
Lurbinectedin,-2.4000,True
Tivozanib,-2.4000,True
Hydromorphone,-2.4000,True
Hyaluronate_sodium,-2.4100,True
Lopinavir,-2.4100,True
Rescinnamine,-2.4100,True
Flutrimazole,-2.4100,True
Tipranavir,-2.4100,True
Mebeverine,-2.4100,True
Ambenonium,-2.4200,True
Digitalin,-2.4200,True
Levormeloxifene,-2.4400,True
Lumefantrine,-2.4400,True
Docarpamine,-2.4500,True
